Emp ID	First Name	Gender	E Mail	Date of Birth	Age in Yrs.	Phone No. 	County	City	State	Premium-term	Premium-amount	Defaulter
287787	Joaquin	M	joaquin.bentley@gmail.com	8/24/1961	55.96	236-809-8062	Wythe	Barren Springs	VA	Half-yearly	96012	No
316579	Leanne	F	leanne.potter@exxonmobil.com	1/25/1989	28.52	907-743-5043	Valdez-Cordova (CA)	Cordova	AK	Half-yearly	95604	No
625981	Jay	M	jay.sanders@gmail.com	1/5/1964	53.6	339-616-2386	Worcester	Oxford	MA	Half-yearly	123069	No
232661	Luz	F	luz.brown@msn.com	7/6/1961	56.1	803-614-9830	Charleston	Charleston	SC	Half-yearly	111953	No
863522	Dudley	M	dudley.preston@gmail.com	11/16/1977	39.72	236-552-8765	Lee	Keokee	VA	Half-yearly	121461	No
118236	Monroe	M	monroe.beach@bp.com	10/18/1987	29.8	225-797-4264	East Feliciana	Norwood	LA	Half-yearly	74452	No
412201	Dina	F	dina.jones@aol.com	8/26/1990	26.94	218-825-9608	Wright	Monticello	MN	Half-yearly	60935	No
855988	Christian	M	christian.morrison@yahoo.co.in	7/8/1959	58.1	212-393-3329	Rensselaer	Sand Lake	NY	Half-yearly	75109	Yes
158689	Lucile	F	lucile.fleming@hotmail.co.uk	12/13/1966	50.66	802-541-8727	Washington	Cabot	VT	Half-yearly	141720	Yes
737292	Luciano	M	luciano.ray@btinternet.com	10/19/1991	25.79	479-621-5916	Pulaski	Little Rock	AR	Half-yearly	164496	Yes
596917	Ahmad	M	ahmad.poole@gmail.com	6/6/1973	44.17	219-947-6343	Starke	North Judson	IN	Half-yearly	178345	No
620634	Janna	F	janna.hopkins@aol.com	11/21/1987	29.7	212-272-9825	Madison	Madison	NY	Half-yearly	40265	No
130591	Kendrick	M	kendrick.miles@ibm.com	8/10/1962	55	603-789-4081	Hillsborough	Nashua	NH	Half-yearly	134103	No
579618	Demetrius	M	demetrius.ruiz@gmail.com	12/14/1992	24.64	236-957-6759	Chantilly	Chantilly	VA	Half-yearly	83790	No
240295	Ken	M	ken.winters@rediffmail.com	2/14/1995	22.47	314-956-9973	Cole	Jefferson City	MO	Half-yearly	131126	No
846100	Earl	M	earl.gilbert@bp.com	1/14/1973	44.56	212-758-7329	Niagara	Niagara Falls	NY	Half-yearly	129931	No
431841	Taylor	F	taylor.barlow@aol.com	2/4/1965	52.51	405-534-3458	Washita	Sentinel	OK	Half-yearly	61082	No
520702	Clarissa	F	clarissa.lawson@hotmail.com	6/26/1993	24.1	319-776-6050	Marshall	Melbourne	IA	Half-yearly	74924	No
771425	Lewis	M	lewis.fuller@comcast.net	11/1/1958	58.78	270-353-0382	Montgomery	Hope	KY	Half-yearly	81514	No
189557	Claudine	F	claudine.black@gmail.com	5/24/1978	39.21	215-283-6346	Farrandsville	Farrandsville	PA	Half-yearly	67398	No
702034	Mitzi	F	mitzi.lynch@aol.com	8/29/1960	56.95	212-439-7992	Onondaga	Jamesville	NY	Half-yearly	122784	Yes
586207	Michel	M	michel.finch@gmail.com	6/26/1986	31.11	239-671-5547	Lake	Mascotte	FL	Half-yearly	147516	Yes
835545	Janie	F	janie.velasquez@gmail.com	4/19/1958	59.32	215-463-9949	Crawford	Venango	PA	Half-yearly	90653	No
326407	Sophie	F	sophie.bass@hotmail.com	1/16/1990	27.55	231-403-9886	Oceana	Mears	MI	Half-yearly	199238	No
414967	Bette	F	bette.kane@gmail.com	12/30/1979	37.6	215-892-1317	Clinton	Mc Elhattan	PA	Half-yearly	89490	No
410300	Dena	F	dena.blake@hotmail.com	5/26/1975	42.2	406-262-9506	Powder River	Otter	MT	Half-yearly	160716	No
252371	Dante	M	dante.farmer@aol.com	7/15/1985	32.06	701-937-3562	Cavalier	Hannah	ND	Half-yearly	191093	No
297502	Angelina	F	angelina.lynn@rediffmail.com	3/14/1975	42.4	308-901-3456	Sherman	Hazard	NE	Half-yearly	157805	No
725857	Shannon	F	shannon.snow@yahoo.com	11/3/1961	55.77	252-905-9562	Durham	Durham	NC	Half-yearly	114142	No
805103	Ron	M	ron.glenn@gmail.com	7/6/1993	24.08	216-693-4688	Crawford	Galion	OH	Half-yearly	105706	No
641096	Kerry	F	kerry.pitts@aol.com	5/4/1989	28.25	405-549-8600	Cleveland	Oklahoma City	OK	Half-yearly	179286	No
856369	Dominick	M	dominick.robbins@hotmail.com	8/19/1979	37.97	262-482-5063	Sauk	Spring Green	WI	Half-yearly	123733	No
318571	Emory	M	emory.spence@yahoo.com	5/4/1967	50.27	603-917-1365	Hillsborough	Milford	NH	Half-yearly	144834	No
219020	Lana	F	lana.spence@aol.com	7/15/1967	50.07	803-932-0349	Beaufort	Beaufort	SC	Half-yearly	108199	No
934285	Jeremy	M	jeremy.english@gmail.com	9/11/1972	44.91	210-801-4949	Howard	Big Spring	TX	Half-yearly	88094	No
149763	Dudley	M	dudley.melton@aol.com	4/2/1991	26.34	201-678-5216	Essex	Essex Fells	NJ	Half-yearly	48438	No
363951	Frances	F	frances.stafford@ntlworld.com	9/7/1965	51.92	252-491-7854	Pamlico	Merritt	NC	Half-yearly	177320	No
306185	Percy	M	percy.hunt@btinternet.com	12/13/1970	46.65	210-274-8246	Hasse	Hasse	TX	Half-yearly	150940	No
225090	Alfredo	M	alfredo.vasquez@bp.com	4/21/1973	44.3	803-918-4988	York	Clover	SC	Half-yearly	59287	No
287114	Joanna	F	joanna.perkins@aol.com	8/10/1959	58.01	319-846-6922	Audubon	Audubon	IA	Half-yearly	196619	No
811489	Susanna	F	susanna.huff@hotmail.com	7/9/1970	47.08	215-713-2665	Allegheny	Springdale	PA	Half-yearly	67505	No
162573	Ola	F	ola.thompson@yahoo.com	8/28/1970	46.95	307-538-2638	Sheridan	Dayton	WY	Half-yearly	156203	Yes
836699	Louella	F	louella.wolfe@charter.net	2/19/1966	51.47	480-650-3603	Phoenix	Phoenix	AZ	Half-yearly	96037	Yes
798859	Deirdre	F	deirdre.travis@hotmail.com	4/11/1971	46.33	219-467-5690	Marion	Indianapolis	IN	Half-yearly	128752	Yes
458765	Kristina	F	kristina.ware@gmail.com	6/26/1981	36.11	209-998-1930	Ventura	Moorpark	CA	Half-yearly	183956	Yes
562109	Stacy	M	stacy.dixon@aol.com	5/27/1963	54.21	217-469-0283	Peoria	Peoria	IL	Half-yearly	108295	Yes
947334	Frankie	M	frankie.clark@apple.com	11/19/1960	56.73	319-773-8175	Montgomery	Red Oak	IA	Half-yearly	175424	Yes
316995	Pauline	F	pauline.gilbert@yahoo.com	7/5/1996	21.08	316-849-9526	Chautauqua	Niotaze	KS	Half-yearly	123599	Yes
798671	Adolph	M	adolph.skinner@gmail.com	9/20/1964	52.89	252-584-4280	Durham	Durham	NC	Half-yearly	180393	Yes
415004	Rosa	F	rosa.camacho@gmail.com	4/7/1995	22.32	262-735-0438	Outagamie	Appleton	WI	Half-yearly	56054	Yes
770810	Craig	M	craig.marquez@gmail.com	6/16/1982	35.14	231-786-8588	Lenawee	Sand Creek	MI	Half-yearly	80934	Yes
255640	Stanley	M	stanley.lowe@gmail.com	9/7/1986	30.91	304-323-8939	McDowell	Jolo	WV	Half-yearly	80699	Yes
311079	Morgan	M	morgan.farrell@gmail.com	4/17/1989	28.3	206-732-0851	Grant	Hartline	WA	Half-yearly	48192	No
559421	Reba	F	reba.potts@microsoft.com	4/2/1986	31.34	803-530-4861	Richland	Columbia	SC	Half-yearly	155351	Yes
959306	Shana	F	shana.gould@gmail.com	7/20/1973	44.05	252-316-7224	Beaufort	Edward	NC	Half-yearly	74961	No
713805	Adam	M	adam.bartlett@aol.com	9/25/1971	45.87	205-745-6937	Calhoun	Ohatchee	AL	Half-yearly	62876	Yes
532285	Leann	F	leann.melendez@gmail.com	11/4/1973	43.76	236-331-5273	Prince William	Woodbridge	VA	Half-yearly	88889	No
664249	Floyd	M	floyd.mills@gmail.com	8/29/1983	33.94	308-874-7810	Howard	Farwell	NE	Half-yearly	111583	Yes
339483	Scott	M	scott.carrillo@sbcglobal.net	1/15/1970	47.56	319-913-8966	Floyd	Rockford	IA	Half-yearly	171304	No
155956	Sterling	M	sterling.hooper@hotmail.com	9/19/1962	54.89	217-697-9027	Kankakee	Saint Anne	IL	Half-yearly	78732	Yes
791119	Damon	M	damon.hunt@gmail.com	11/28/1978	38.69	304-994-3681	Pendleton	Onego	WV	Half-yearly	126670	Yes
798553	Mauricio	M	mauricio.potts@yahoo.com	8/31/1986	30.93	339-660-2629	Essex	Lawrence	MA	Half-yearly	102183	Yes
981925	Ebony	F	ebony.eaton@gmail.com	7/24/1964	53.05	212-680-4445	Otsego	Otego	NY	Half-yearly	87666	No
648118	Bobbie	F	bobbie.joyner@gmail.com	4/20/1971	46.3	385-473-3065	Box Elder	Park Valley	UT	Half-yearly	65153	Yes
278391	Jami	F	jami.velasquez@hotmail.com	7/23/1992	25.03	218-557-1655	Itasca	Max	MN	Half-yearly	40883	Yes
556573	Aisha	F	aisha.gentry@aol.com	10/31/1965	51.78	212-970-9881	Cayuga	Montezuma	NY	Half-yearly	139115	Yes
159472	Moses	M	moses.reid@apple.com	12/22/1964	52.63	239-593-3202	Orange	Orlando	FL	Half-yearly	198160	Yes
871770	Monique	F	monique.deleon@hotmail.com	4/9/1990	27.32	216-250-6145	Morrow	Cardington	OH	Half-yearly	69805	Yes
338556	Domingo	M	domingo.gibbs@hotmail.com	11/7/1988	28.74	480-908-8095	Mohave	Littlefield	AZ	Half-yearly	178530	Yes
182719	Tammy	F	tammy.vincent@aol.com	7/13/1960	57.08	217-831-1569	Union	Dongola	IL	Half-yearly	111372	Yes
305556	Federico	M	federico.wilson@yahoo.com	11/16/1974	42.73	210-930-2999	Castro	Hart	TX	Half-yearly	125802	Yes
915507	Kory	M	kory.roth@bp.com	1/18/1974	43.55	252-364-6018	Harnett	Buies Creek	NC	Half-yearly	153636	Yes
761381	Nichole	F	nichole.lloyd@shell.com	4/23/1986	31.28	316-344-7236	Sedgwick	Wichita	KS	Half-yearly	46766	Yes
141022	Rodger	M	rodger.chavez@outlook.com	7/10/1981	36.07	209-881-4520	Sacramento	Sacramento	CA	Half-yearly	187480	Yes
528086	Bruce	M	bruce.carney@hotmail.com	2/9/1974	43.49	231-344-7782	Wayne	Detroit	MI	Half-yearly	95018	Yes
177821	Derick	M	derick.ferrell@yahoo.co.in	2/7/1975	42.5	215-650-2255	Mifflin	Mc Veytown	PA	Half-yearly	173372	Yes
740281	Lorna	F	lorna.henson@outlook.com	6/9/1989	28.15	215-781-4273	Lackawanna	Scranton	PA	Half-yearly	85410	Yes
906797	Rico	M	rico.mayo@gmail.com	6/10/1991	26.15	216-519-9558	Tuscarawas	Mineral City	OH	Half-yearly	137995	Yes
790008	Luann	F	luann.crane@gmail.com	3/26/1977	40.37	212-213-3997	Oswego	Phoenix	NY	Half-yearly	84136	Yes
825433	Tara	F	tara.goodwin@shaw.ca	7/23/1968	49.05	215-869-6924	Chester	Glenmoore	PA	Half-yearly	84023	Yes
941759	Shaun	M	shaun.evans@gmail.com	4/2/1969	48.35	314-659-6901	Jackson	Kansas City	MO	Half-yearly	119430	Yes
313864	Debbie	F	debbie.velez@aol.com	4/13/1963	54.33	303-865-0002	Arapahoe	Littleton	CO	Half-yearly	138006	Yes
978745	May	F	may.hodge@hotmail.com	1/22/1975	42.54	314-442-0589	Franklin	Leslie	MO	Half-yearly	137894	Yes
807182	Adeline	F	adeline.evans@cox.net	8/13/1988	28.98	217-205-4597	Hancock	Niota	IL	Half-yearly	121383	Yes
463743	Guy	M	guy.gilbert@gmail.com	9/18/1960	56.9	303-645-5316	Douglas	Castle Rock	CO	Half-yearly	91453	No
901775	Opal	F	opal.hansen@hotmail.com	11/1/1977	39.76	802-968-1672	Caledonia	South Ryegate	VT	Half-yearly	169631	Yes
197867	Robbie	F	robbie.oconnor@bellsouth.net	2/8/1993	24.48	228-458-9001	Jackson	Pascagoula	MS	Half-yearly	79934	Yes
423470	Ella	F	ella.craft@aol.com	2/18/1992	25.46	215-668-2344	Westmoreland	Norvelt	PA	Half-yearly	64521	No
238361	Derrick	M	derrick.vaughn@ibm.com	4/16/1965	52.32	319-530-2214	Winneshiek	Ossian	IA	Half-yearly	194264	Yes
596366	Maura	F	maura.cherry@earthlink.net	5/3/1970	47.27	252-599-2888	Hyde	Fairfield	NC	Half-yearly	104520	No
725424	Roderick	M	roderick.vinson@hotmail.com	3/3/1994	23.42	307-616-3182	Carbon	Encampment	WY	Half-yearly	65304	Yes
229037	Gwen	F	gwen.gilliam@aol.com	1/13/1995	22.55	216-992-9734	Clermont	Marathon	OH	Half-yearly	138294	No
434723	Melanie	F	melanie.zimmerman@aol.com	6/9/1970	47.17	209-629-2789	Los Angeles	La Puente	CA	Half-yearly	83300	Yes
501422	Micah	M	micah.merritt@rediffmail.com	10/25/1983	33.78	209-857-4471	San Joaquin	Lyoth	CA	Half-yearly	146356	Yes
638943	Buford	M	buford.hobbs@msn.com	10/3/1975	41.85	479-893-9574	Clay	Success	AR	Half-yearly	52960	Yes
935745	Kyle	M	kyle.farmer@gmail.com	11/20/1974	42.72	314-838-8839	Callaway	Tebbetts	MO	Half-yearly	195833	Yes
750581	Jocelyn	F	jocelyn.rojas@earthlink.net	2/4/1969	48.51	239-885-4736	Brevard	Merritt Island	FL	Half-yearly	49158	Yes
468128	Larry	M	larry.gray@outlook.com	9/14/1993	23.88	210-262-9740	San Augustine	San Augustine	TX	Half-yearly	193352	Yes
884877	Wilbur	M	wilbur.bates@verizon.net	7/27/1989	28.02	212-993-7125	Columbia	West Copake	NY	Half-yearly	118264	Yes
870904	Maxine	F	maxine.moran@gmail.com	4/27/1968	49.28	212-589-4230	Franklin	Hogansburg	NY	Half-yearly	61056	Yes
926224	Kathleen	F	kathleen.middleton@yahoo.com	3/5/1979	38.42	270-462-8251	Pulaski	Somerset	KY	Half-yearly	150091	Yes
220061	Norbert	M	norbert.joyner@gmail.com	4/18/1966	51.31	308-463-4519	Colfax	Schuyler	NE	Half-yearly	40749	Yes
125823	Chadwick	M	chadwick.walton@earthlink.net	2/17/1966	51.48	215-345-7279	Luzerne	Lattimer Mines	PA	Half-yearly	165482	Yes
768943	Connie	F	connie.shaffer@walmart.com	8/10/1973	43.99	239-957-2975	Seminole	Casselberry	FL	Half-yearly	71160	Yes
591698	Bobbie	F	bobbie.singleton@yahoo.com	1/31/1985	32.51	212-653-6029	Queens	Jamaica	NY	Half-yearly	184505	Yes
700418	Lesley	F	lesley.rollins@aol.com	3/2/1995	22.42	209-231-7124	Riverside	Nuevo	CA	Half-yearly	103327	Yes
476635	Victoria	F	victoria.howe@gmail.com	2/9/1968	49.5	216-303-3981	Lucas	Toledo	OH	Half-yearly	160288	Yes
785299	Marc	M	marc.nixon@gmail.com	2/20/1970	47.47	215-276-4646	Forest	East Hickory	PA	Half-yearly	59123	Yes
225139	Elias	M	elias.pena@hotmail.com	3/18/1996	21.38	270-272-3267	Letcher	Mayking	KY	Half-yearly	183466	Yes
308125	Flossie	F	flossie.mcpherson@gmail.com	11/18/1969	47.72	208-965-8377	Lewis	Nezperce	ID	Half-yearly	97890	Yes
129426	Lana	F	lana.hayes@hotmail.com	12/17/1975	41.64	316-644-3677	Johnson	Shawnee Mission	KS	Half-yearly	82263	Yes
399192	Nick	M	nick.wilcox@bellsouth.net	11/18/1976	40.72	217-505-1313	DuPage	Glen Ellyn	IL	Half-yearly	136207	Yes
555551	Nona	F	nona.buck@outlook.com	6/9/1988	29.15	210-661-7658	Ector	Odessa	TX	Half-yearly	143194	Yes
245059	Abdul	M	abdul.barnett@hotmail.com	3/26/1985	32.36	236-885-1600	Fairfax	Alexandria	VA	Half-yearly	165777	Yes
423008	Inez	F	inez.kane@ntlworld.com	5/12/1985	32.23	209-572-5312	Los Angeles	Sierra Madre	CA	Half-yearly	77392	No
316407	Raquel	F	raquel.bray@hotmail.co.uk	12/9/1993	23.65	212-329-7544	Orange	Pine Island	NY	Half-yearly	74449	No
410027	Sean	M	sean.noble@cox.net	8/17/1962	54.98	209-586-9398	Riverside	Corona	CA	Half-yearly	117566	No
307715	Fred	M	fred.woodward@hotmail.com	12/23/1970	46.63	209-240-2610	Riverside	North Palm Springs	CA	Single	115356	Yes
690117	Sylvester	M	sylvester.salas@outlook.com	9/25/1987	29.86	239-817-0332	Sarasota	Sarasota	FL	Single	170570	Yes
149844	Berta	F	berta.irwin@gmail.com	1/12/1983	34.56	212-758-0414	Suffolk	Holbrook	NY	Single	169176	Yes
116530	Noelle	F	noelle.paul@yahoo.com	2/1/1964	53.52	605-838-1184	Crocker	Crocker	SD	Single	190616	No
234429	Chrystal	F	chrystal.swanson@aol.com	2/25/1984	33.44	215-902-9729	Montgomery	Norristown	PA	Single	144528	No
437970	Reggie	M	reggie.nolan@gmail.com	9/17/1989	27.88	319-430-2681	Dallas	Woodward	IA	Single	178094	No
766745	Joanne	F	joanne.melton@verizon.net	12/19/1964	52.64	216-426-9488	Hamilton	Cincinnati	OH	Single	61487	No
684446	Bryon	M	bryon.gardner@aol.com	2/23/1985	32.45	209-532-8208	Shasta	Platina	CA	Single	169032	No
385932	Noreen	F	noreen.vincent@yahoo.com	9/15/1994	22.88	270-268-3778	Knott	Fisty	KY	Single	163224	No
862150	Mathew	M	mathew.duran@aol.com	9/6/1993	23.91	302-891-8805	Sussex	Millville	DE	Single	140169	No
635915	Herminia	F	herminia.morin@yahoo.com	2/24/1961	56.46	252-295-6841	Rockingham	Reidsville	NC	Half-yearly	160770	No
540696	Luke	M	luke.craft@apple.com	8/25/1984	32.95	270-381-3548	Breckinridge	Harned	KY	Half-yearly	114661	No
870351	Ronny	M	ronny.long@microsoft.com	12/10/1982	34.65	319-680-3248	Winnebago	Thompson	IA	Half-yearly	115908	No
360498	Jeannine	F	jeannine.vaughn@aol.com	4/9/1978	39.33	207-276-8057	Somerset	Bingham	ME	Half-yearly	153407	No
397164	Silvia	F	silvia.huff@gmail.com	2/12/1974	43.48	210-570-5638	Tarrant	Fort Worth	TX	Half-yearly	67189	No
488068	Margo	F	margo.hoffman@gmail.com	5/14/1985	32.23	207-512-9091	Aroostook	Crouseville	ME	Half-yearly	117004	No
890432	Kimberly	F	kimberly.summers@msn.com	12/31/1958	58.61	270-484-2113	Carter	Carter	KY	Half-yearly	184073	No
935890	Jodie	F	jodie.mckinney@bp.com	10/16/1995	21.8	423-906-6653	Dyer	Miston	TN	Half-yearly	83325	No
541867	Lorrie	F	lorrie.leblanc@gmail.com	1/12/1968	49.58	209-971-3069	San Bernardino	San Bernardino	CA	Half-yearly	74192	No
885774	Miles	M	miles.giles@yahoo.com	8/3/1976	41.01	219-201-2782	Marion	Indianapolis	IN	Half-yearly	105720	No
979649	Jamar	M	jamar.castaneda@yahoo.com	5/11/1982	35.24	302-432-3433	New Castle	Wilmington	DE	Half-yearly	68745	Yes
599012	Amber	F	amber.warner@hotmail.com	11/19/1957	59.73	229-317-6542	McIntosh	Darien	GA	Half-yearly	116847	Yes
204626	Sterling	M	sterling.patel@aol.com	2/15/1966	51.48	206-767-7661	King	Burton	WA	Half-yearly	151009	Yes
830006	Enid	F	enid.pearson@cox.net	7/28/1972	45.03	201-401-9033	Ocean	Brick	NJ	Half-yearly	183123	Yes
127205	Annmarie	F	annmarie.frye@charter.net	6/4/1986	31.17	219-931-4746	Monroe	Smithville	IN	Half-yearly	72981	Yes
215589	Molly	F	molly.roach@gmail.com	10/21/1966	50.8	262-674-8386	Fond du Lac	Fairwater	WI	Half-yearly	74803	Yes
621606	Rogelio	M	rogelio.poole@exxonmobil.com	3/31/1992	25.34	405-479-3205	Dewey	Vici	OK	Half-yearly	85147	Yes
223379	Mathew	M	mathew.duke@rediffmail.com	1/17/1993	24.54	316-687-4762	Marion	Ramona	KS	Half-yearly	196685	Yes
236366	Lewis	M	lewis.ayala@gmail.com	11/29/1992	24.68	252-216-6091	Davidson	Lexington	NC	Half-yearly	144369	Yes
798043	Claudette	F	claudette.walter@outlook.com	2/17/1984	33.47	212-366-5351	Albany	Albany	NY	Half-yearly	44430	Yes
811092	Tracie	F	tracie.delaney@hotmail.com	5/31/1973	44.19	239-752-5987	The Villages	The Villages	FL	Half-yearly	144899	Yes
288820	Eric	M	eric.mccullough@gmail.com	10/17/1965	51.81	216-663-9379	Allen	Lafayette	OH	Half-yearly	151530	Yes
138351	Nestor	M	nestor.carney@gmail.com	6/5/1975	42.18	314-545-0008	Benton	Warsaw	MO	Half-yearly	77526	Yes
130501	Mitzi	F	mitzi.mueller@hotmail.com	3/3/1967	50.44	302-207-3101	New Castle	Rockland	DE	Half-yearly	91870	Yes
587373	Lillian	F	lillian.atkinson@aol.com	2/25/1993	24.44	209-957-4797	Butte	Clipper Mills	CA	Half-yearly	181837	Yes
750124	Barry	M	barry.garner@gmail.com	12/21/1979	37.63	479-955-4801	Hot Spring	Donaldson	AR	Half-yearly	182944	Yes
495105	Coleen	F	coleen.morris@gmail.com	11/16/1995	21.71	215-600-1535	Delaware	Holmes	PA	Half-yearly	76605	Yes
282678	Marci	F	marci.alvarado@gmail.com	5/31/1966	51.19	803-237-9797	York	Bowling Green	SC	Half-yearly	174673	Yes
241302	Monty	M	monty.lancaster@walmart.com	3/18/1960	57.4	236-489-0926	Southampton	Sedley	VA	Half-yearly	53313	Yes
790290	Norris	M	norris.adams@yahoo.com	10/21/1993	23.78	215-214-5440	Beaver	Georgetown	PA	Half-yearly	88865	Yes
924304	Elvira	F	elvira.byrd@gmail.com	2/7/1990	27.49	270-690-8211	Jefferson	Louisville	KY	Half-yearly	77787	Yes
234880	Keven	M	keven.logan@gmail.com	2/11/1989	28.48	215-821-6108	Montgomery	Philadelphia	PA	Half-yearly	94291	Yes
443072	Rosendo	M	rosendo.rasmussen@earthlink.net	10/26/1978	38.78	209-570-8160	Ripley	Ripley	CA	Half-yearly	84964	Yes
232070	Carly	F	carly.leach@cox.net	1/3/1971	46.6	231-419-8211	Oakland	Oakland	MI	Half-yearly	182390	Yes
902132	Colleen	F	colleen.bray@hotmail.com	4/7/1982	35.33	239-748-0076	Duval	Jacksonville	FL	Half-yearly	71784	Yes
280781	Ollie	F	ollie.william@verizon.net	10/19/1979	37.8	210-447-5194	Karnes	Gillett	TX	Half-yearly	128589	Yes
589440	Hilario	M	hilario.vang@gmail.com	6/6/1978	39.17	212-345-2791	Suffolk	Ridge	NY	Half-yearly	133205	Yes
940754	Nadine	F	nadine.blanchard@exxonmobil.com	3/14/1978	39.4	209-571-2529	Tehama	Los Molinos	CA	Half-yearly	104269	Yes
888277	Wm	M	wm.carroll@gmail.com	5/16/1987	30.22	212-333-9668	Orange	Unionville	NY	Half-yearly	146342	Yes
430202	Minnie	F	minnie.mckee@gmail.com	8/26/1995	21.94	216-831-2721	Fulton	Swanton	OH	Half-yearly	104332	Yes
928723	Angela	F	angela.compton@gmail.com	1/21/1967	50.55	802-785-3606	Rutland	Middletown Springs	VT	Half-yearly	127733	Yes
449164	Lillian	F	lillian.gill@gmail.com	7/28/1970	47.03	505-396-0307	Socorro	Claunch	NM	Half-yearly	75411	Yes
117603	Bob	M	bob.weiss@hotmail.com	10/26/1991	25.77	212-927-2029	Erie	North Collins	NY	Half-yearly	88733	Yes
811884	Edwin	M	edwin.perez@gmail.com	2/27/1992	25.43	262-268-3289	Marinette	Crivitz	WI	Half-yearly	109695	Yes
463579	Bernardo	M	bernardo.langley@hotmail.com	10/21/1972	44.8	229-818-8713	Fulton	Atlanta	GA	Half-yearly	174027	Yes
915993	William	M	william.morrison@gmail.com	3/30/1967	50.36	405-559-1017	Blaine	Longdale	OK	Half-yearly	109382	Yes
836259	Vance	M	vance.osborne@shaw.ca	11/9/1972	44.75	503-546-8875	Polk	Independence	OR	Half-yearly	148267	Yes
520719	Edmund	M	edmund.salas@aol.com	7/8/1959	58.1	217-682-7457	Montgomery	Hillsboro	IL	Half-yearly	126758	Yes
409341	Imogene	F	imogene.sanders@yahoo.com	6/3/1985	32.17	319-714-7958	Keokuk	Hayesville	IA	Half-yearly	55845	Yes
528576	Darin	M	darin.callahan@gmail.com	10/27/1992	24.77	406-263-9628	Powell	Avon	MT	Half-yearly	64901	Yes
315565	Loretta	F	loretta.sawyer@hotmail.com	1/23/1996	21.53	270-277-4308	Marion	Nerinx	KY	Half-yearly	78780	Yes
242740	Olive	F	olive.livingston@charter.net	2/9/1981	36.49	314-500-3453	Jasper	Alba	MO	Half-yearly	184008	Yes
763459	Gino	M	gino.mcconnell@aol.com	10/8/1975	41.83	803-885-7673	Jasper	Coosawatchie	SC	Half-yearly	57731	Yes
239010	Fred	M	fred.hayes@yahoo.com	12/17/1979	37.64	228-610-8759	Pleasant Grove	Pleasant Grove	MS	Half-yearly	58345	Yes
865905	Nelson	M	nelson.wilkins@earthlink.net	12/12/1961	55.66	479-735-4213	Sebastian	Fort Smith	AR	Half-yearly	141143	Yes
657908	Joyce	F	joyce.hooper@hotmail.com	2/21/1980	37.46	270-280-4283	Calloway	Murray	KY	Half-yearly	68835	Yes
652723	Juliana	F	juliana.rowland@aol.com	4/7/1993	24.32	314-819-1491	St. Louis	Saint Louis	MO	Half-yearly	67506	Yes
944699	Norris	M	norris.mack@yahoo.co.in	9/18/1983	33.88	339-617-2666	Franklin	Erving	MA	Half-yearly	116248	Yes
517283	Tom	M	tom.frye@gmail.com	4/9/1976	41.33	225-574-3475	Beauregard	Deridder	LA	Half-yearly	65753	Yes
176214	Josephine	F	josephine.pitts@hotmail.com	12/29/1972	44.61	216-702-5455	Franklin	Reynoldsburg	OH	Half-yearly	40040	Yes
680485	Les	M	les.brady@gmail.com	7/6/1990	27.08	206-830-5542	Tacoma	Tacoma	WA	Half-yearly	158773	Yes
891142	Jaime	M	jaime.avery@aol.com	3/7/1967	50.43	701-430-8105	LaMoure	Verona	ND	Half-yearly	187800	Yes
810984	Marissa	F	marissa.caldwell@aol.com	10/3/1979	37.84	229-266-9475	Fulton	Atlanta	GA	Half-yearly	135046	Yes
896022	Lavern	M	lavern.gardner@aol.com	10/19/1971	45.81	219-973-4977	Wayne	Richmond	IN	Half-yearly	140328	Yes
162773	Evangeline	F	evangeline.mejia@gmail.com	9/6/1959	57.93	385-955-8462	Iron	Cedar City	UT	Half-yearly	93417	Yes
408036	Brandy	F	brandy.carr@btinternet.com	11/21/1976	40.71	701-618-4337	McKenzie	Watford City	ND	Half-yearly	197345	Yes
591248	Molly	F	molly.manning@hotmail.com	6/11/1962	55.17	316-214-2098	Russell Springs	Russell Springs	KS	Half-yearly	65981	Yes
562393	Gale	M	gale.perez@rediffmail.com	12/2/1964	52.69	701-825-3358	Dunn	Killdeer	ND	Half-yearly	188811	Yes
808843	Merlin	M	merlin.yates@yahoo.co.uk	1/1/1991	26.59	215-757-1383	York	Fawn Grove	PA	Half-yearly	144104	Yes
645393	Nelson	M	nelson.mooney@yahoo.com	6/2/1967	50.19	314-674-3119	Moniteau	California	MO	Half-yearly	136885	Yes
685818	Jackson	M	jackson.bass@gmail.com	3/14/1983	34.4	228-942-3725	Hinds	Jackson	MS	Half-yearly	172555	Yes
747647	Trisha	F	trisha.mueller@bp.com	6/13/1975	42.15	212-514-3604	Columbia	Niverville	NY	Half-yearly	133504	Yes
846178	Lilia	F	lilia.collins@yahoo.com	6/7/1980	37.16	209-724-7936	Monterey	Aromas	CA	Half-yearly	196782	Yes
754091	Kimberly	F	kimberly.cantu@yahoo.com	10/7/1976	40.83	308-517-8706	Adams	Kenesaw	NE	Half-yearly	198580	Yes
808727	Luciano	M	luciano.jordan@aol.com	4/23/1994	23.28	212-601-9238	Livingston	Geneseo	NY	Half-yearly	168292	Yes
143029	Danny	M	danny.robbins@hotmail.com	9/27/1963	53.87	219-323-1225	Wells	Bluffton	IN	Half-yearly	123832	Yes
